Date,Location,Designation,Filename,Frame,Time (mins),Period time (mins),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,TapeReader,Depth,Comment,Family,Genus,Species,Common_name,Code,Number,Stage,Activity,Comment,
20230622,Point_Buchon,MPA,20230622_D19.04_PointBuchonMPA_7L_1.MP4,14069,7.8239,5.6445,85.245,3.132,4.611,1828.866,22.251,16.025,2.863,650.461,-237.682,-1692.678,19.04,KR,30.35,,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,1,AD,Passing,,RNIC 1
20230622,Point_Buchon,MPA,20230622_D19.04_PointBuchonMPA_7L_1.MP4,16497,9.1742,6.9948,132.66,5.906,5.728,2063.887,21.614,39.344,2.569,757.671,-62.389,-1918.768,19.04,KR,30.35,,Hexagrammidae,Oxylebius,pictus,Painted_Greenling,83,1,AD,Passing,,OPIC 1
20230622,Point_Buchon,MPA,20230622_D19.04_PointBuchonMPA_7L_1.MP4,16542,9.1992,7.0198,80.383,2.837,4.628,1775.142,4.146,17.62,8.33,-118.944,-48.181,-1770.497,19.04,KR,30.35,,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,1,AD,Passing,,RNIC 2
20230622,Point_Buchon,MPA,20230622_D19.04_PointBuchonMPA_7L_1.MP4,16726,9.3015,7.1221,62.809,1.539,3.282,1293.102,22.658,10.696,15.972,-498.142,-3.007,-1193.297,19.04,KR,30.35,,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,1,AD,Passing,,RNIC 3
20230622,Point_Buchon,MPA,20230622_D19.04_PointBuchonMPA_7L_2.MP4,1432,12.6082,10.4288,55.458,2.634,3.946,1593.18,24.6,29.179,13.316,-661.857,42.15,-1448.582,19.04,KR,30.35,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 1
20230622,Point_Buchon,MPA,20230622_D19.04_PointBuchonMPA_7L_2.MP4,1572,12.686,10.5066,51.154,1.57,2.393,1465.105,25.589,9.18,39.911,-588.132,233.515,-1321.403,19.04,KR,30.35,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 2
20230622,Point_Buchon,MPA,20230622_D19.04_PointBuchonMPA_7L_2.MP4,12527,18.7782,16.5988,243.591,1.614,2.608,978.889,23.264,49.71,5.802,283.976,-262.386,-899.297,19.04,KR,30.35,,Scorpaenidae,Sebastes,rosaceus,Rosy_Rockfish,180,1,AD,Passing,,SROS 1
20230622,Point_Buchon,MPA,20230622_D19.04_PointBuchonMPA_7L_2.MP4,19141,22.4563,20.2769,448.608,1.754,3.274,1795.179,5.123,0.702,10.633,-11.115,159.918,-1788.008,19.04,KR,30.35,,Scorpaenidae,Sebastes,miniatus,Vermilion_Rockfish,198,1,AD,Passing,,SMIN 1
20230622,Point_Buchon,MPA,20230622_D19.04_PointBuchonMPA_7L_3.MP4,16260,32.666,30.4866,524.044,1.007,3.441,958.836,5.035,11.697,24.946,24.301,-80.566,-955.136,19.04,KR,30.35,,Hexagrammidae,Ophiodon,elongatus,Lingcod,81,1,AD,Passing,,OELO 1
20230622,Point_Buchon,MPA,20230622_D19.04_PointBuchonMPA_7L_4.MP4,12839,42.5753,40.3959,344.836,3.564,2.367,1837.602,23.171,28.412,3.687,-694.519,201.13,-1689.37,19.04,KR,30.35,,Embiotocidae,Rhacochilus,vacca,Pile_Perch,62,1,AD,Passing,,RVAC 1
20230622,Point_Buchon,MPA,20230622_D19.05_PointBuchonMPA_9L_1.MP4,4224,2.349,0.1641,40.663,7.897,1.948,2136.781,19.71,55.378,9.4,-273.39,666.782,-2011.589,19.05,KR,24.32,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 1
20230622,Point_Buchon,MPA,20230622_D19.05_PointBuchonMPA_9L_1.MP4,4224,2.349,0.1641,34.709,3.53,1.717,2237.319,19.089,13.638,45.72,130.844,719.875,-2114.298,19.05,KR,24.32,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 3
20230622,Point_Buchon,MPA,20230622_D19.05_PointBuchonMPA_9L_1.MP4,4224,2.349,0.1641,35.992,3.606,3.437,2544.93,17.64,11.347,14.964,197.525,745.483,-2425.265,19.05,KR,24.32,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 4
20230622,Point_Buchon,MPA,20230622_D19.05_PointBuchonMPA_9L_1.MP4,4224,2.349,0.1641,26.009,3.749,3.015,2254.662,20.755,15.306,23.246,540.064,588.804,-2108.35,19.05,KR,24.32,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 7
20230622,Point_Buchon,MPA,20230622_D19.05_PointBuchonMPA_9L_1.MP4,4244,2.3601,0.1752,73.857,12.518,16.602,3496.482,18.257,31.345,34.466,113.422,1089.515,-3320.464,19.05,KR,24.32,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 2
20230622,Point_Buchon,MPA,20230622_D19.05_PointBuchonMPA_9L_1.MP4,4254,2.3657,0.1807,34.354,5.588,3.386,2288.974,17.811,27.589,8.386,389.825,581.581,-2179.267,19.05,KR,24.32,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 5
20230622,Point_Buchon,MPA,20230622_D19.05_PointBuchonMPA_9L_1.MP4,6435,3.5786,1.3936,329.579,6.909,3.067,2070.369,10,45.065,23.518,-203.13,296.652,-2038.913,19.05,KR,24.32,,Scorpaenidae,Sebastes,carnatus,Gopher_Rockfish,158,1,AD,Passing,,SCAR 2
20230622,Point_Buchon,MPA,20230622_D19.05_PointBuchonMPA_9L_1.MP4,6465,3.5953,1.4103,266.893,1.057,6.01,1097.1,22.631,8.862,21.174,267.255,-326.782,-1012.629,19.05,KR,24.32,,Scorpaenidae,Sebastes,carnatus,Gopher_Rockfish,158,1,AD,Passing,,SCAR 1
20230622,Point_Buchon,MPA,20230622_D19.05_PointBuchonMPA_9L_1.MP4,6485,3.6064,1.4214,125.655,3.337,4.322,2142.248,29.683,4.602,7.775,1051.588,-139.815,-1861.139,19.05,KR,24.32,,Scorpaenidae,Sebastes,carnatus,Gopher_Rockfish,158,1,AD,Passing,,SCAR 3
20230622,Point_Buchon,MPA,20230622_D19.05_PointBuchonMPA_9L_1.MP4,17622,9.7998,7.6148,74.262,1.471,2.605,869.398,20.787,82.912,11.592,71.208,-300.215,-812.805,19.05,KR,24.32,,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,1,AD,Passing,,RNIC 3
20230622,Point_Buchon,MPA,20230622_D19.05_PointBuchonMPA_9L_1.MP4,17642,9.8109,7.626,92.543,0.97,3.746,1087.931,17.149,6.517,36.249,32.48,-319.145,-1039.56,19.05,KR,24.32,,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,1,AD,Passing,,RNIC 1
20230622,Point_Buchon,MPA,20230622_D19.05_PointBuchonMPA_9L_1.MP4,17642,9.8109,7.626,78.763,1.436,0.604,1098.119,24.884,82.899,53.07,356.695,-293.729,-996.171,19.05,KR,24.32,,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,1,AD,Passing,,RNIC 2
20230622,Point_Buchon,MPA,20230622_D19.05_PointBuchonMPA_9L_4.MP4,6108,38.7988,36.6138,76.671,2.709,3.807,2297.775,11.601,7.912,53.346,-335.893,317.308,-2250.835,19.05,KR,24.32,,Hexagrammidae,Oxylebius,pictus,Painted_Greenling,83,1,AD,Passing,,OPIC 1
20230622,Point_Buchon,MPA,20230622_D19.06_PointBuchonMPA_11L_1.MP4,6008,3.3411,2.2339,110.835,3.993,2.258,1664.502,19.47,37.907,15.697,-194.394,-519.626,-1569.32,19.06,KR,28.71,,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,1,AD,Passing,,RNIC 1
20230622,Point_Buchon,MPA,20230622_D19.06_PointBuchonMPA_11L_1.MP4,6008,3.3411,2.2339,77.583,4.756,1.857,1550.515,21.161,67.679,12.166,345.752,-440.174,-1445.959,19.06,KR,28.71,,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,1,AD,Passing,,RNIC 2
20230622,Point_Buchon,MPA,20230622_D19.06_PointBuchonMPA_11L_1.MP4,10260,5.7057,4.5985,133.133,4.171,0.47,2360.132,22.173,17.478,64.781,495.128,-740.423,-2185.6,19.06,KR,28.71,,Hexagrammidae,Oxylebius,pictus,Painted_Greenling,83,1,AD,Passing,,OPIC 1
20230622,Point_Buchon,MPA,20230622_D19.06_PointBuchonMPA_11L_3.MP4,6394,27.1627,26.0555,41.17,1.321,0.323,1189.418,22.551,17.198,19.553,-169.879,-423.335,-1098.474,19.06,KR,28.71,,Scorpaenidae,Sebastes,semicinctus,Halfbanded_Rockfish,163,1,AD,Passing,,SSEM 1
20230622,Point_Buchon,MPA,20230622_D19.06_PointBuchonMPA_11L_3.MP4,16359,32.7043,31.5971,48.61,1.619,0.557,1147.889,19.996,25.923,10.018,-272.295,-282.721,-1078.691,19.06,KR,28.71,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 1
20230622,Point_Buchon,MPA,20230622_D19.06_PointBuchonMPA_11L_3.MP4,16369,32.7099,31.6027,36.046,0.784,1.139,837.632,27.4,12.741,4.246,-271.157,-273.988,-743.661,19.06,KR,28.71,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 2
20230622,Point_Buchon,MPA,20230622_D19.06_PointBuchonMPA_11L_3.MP4,16369,32.7099,31.6027,28.53,8.475,6.802,2690.012,18.256,28.037,3.693,778.219,-323.263,-2554.611,19.06,KR,28.71,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 3
20230622,Point_Buchon,MPA,20230622_D19.06_PointBuchonMPA_11L_3.MP4,16369,32.7099,31.6027,18.81,8.363,5.313,2365.506,24.688,54.863,12.724,928.463,-337.811,-2149.293,19.06,KR,28.71,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 4
20230622,Point_Buchon,MPA,20230622_D20.01_PointBuchonMPA_1L(13L)_1.MP4,6369,3.5419,1.4781,291.072,2.341,6.809,2128.519,12.98,2.121,52.82,-411.92,-242.692,-2074.13,20.01,KR,17.55,,Scorpaenidae,Sebastes,melanops,Black_Rockfish,140,1,AD,Passing,,SMEL 1
20230622,Point_Buchon,MPA,20230622_D20.01_PointBuchonMPA_1L(13L)_1.MP4,11181,6.2179,4.1541,295.048,8.036,10.748,2640.317,29.024,61.912,33.979,1271.631,154.655,-2308.746,20.01,KR,17.55,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,1,AD,Passing,,SMYS  1
20230622,Point_Buchon,MPA,20230622_D20.01_PointBuchonMPA_1L(13L)_1.MP4,15813,8.7938,6.7301,390.552,6.101,2.603,1971.571,26.154,76.508,23.861,717.733,-489.973,-1769.712,20.01,KR,17.55,,Labridae,Semicossyphus,pulcher,California_Sheephead,93,1,AD,Passing,,SPUL(F) 1
20230622,Point_Buchon,MPA,20230622_D20.01_PointBuchonMPA_1L(13L)_2.MP4,16893,45.3637,43.2999,246.371,5.862,8.271,2528.614,20.248,30.897,48.266,-520.641,-703.407,-2372.349,20.01,KR,17.55,,Embiotocidae,Embiotoca,lateralis,Striped_Perch,69,1,AD,Passing,,ELAT 1
20230622,Point_Buchon,MPA,20230622_D20.01_PointBuchonMPA_1L(13L)_2.MP4,16904,45.3698,43.306,209.995,4.873,10.369,2586.043,21.702,17.11,42.473,-678.832,-673.514,-2402.745,20.01,KR,17.55,,Embiotocidae,Embiotoca,lateralis,Striped_Perch,69,1,AD,Passing,,ELAT 2
20230622,Point_Buchon,MPA,20230622_D20.03_PointBuchonMPA_5L_1.MP4,3978,2.2122,1.1684,477.229,1.15,26.429,1021.988,10.353,20.789,24.281,-10.236,183.386,-1005.348,20.03,KR,24.14,,Scorpaenidae,Sebastes,pinniger,Canary_Rockfish,147,1,AD,Passing,,SPIN 1
20230622,Point_Buchon,MPA,20230622_D20.03_PointBuchonMPA_5L_1.MP4,4737,2.6343,1.5905,59.663,0.766,27.851,775.425,17.19,28.977,6.124,-31.603,-226.987,-740.785,20.03,KR,24.14,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 4
20230622,Point_Buchon,MPA,20230622_D20.03_PointBuchonMPA_5L_1.MP4,4742,2.6371,1.5933,54.168,1.301,29.26,865.645,10.248,48.521,11.407,-88.235,-126.225,-851.835,20.03,KR,24.14,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 5
20230622,Point_Buchon,MPA,20230622_D20.03_PointBuchonMPA_5L_1.MP4,4752,2.6426,1.5988,56.291,0.767,26.304,765.737,17.167,29.635,16.497,119.469,-191.855,-731.623,20.03,KR,24.14,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 6
20230622,Point_Buchon,MPA,20230622_D20.03_PointBuchonMPA_5L_1.MP4,4767,2.651,1.6072,46.358,0.949,21.9,1143.835,17.119,5.549,16.098,-2.139,-336.687,-1093.159,20.03,KR,24.14,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 1
20230622,Point_Buchon,MPA,20230622_D20.03_PointBuchonMPA_5L_1.MP4,4767,2.651,1.6072,60.74,1.705,22.863,1114.048,11.58,34.992,12.068,56.495,-216.374,-1091.372,20.03,KR,24.14,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 3
20230622,Point_Buchon,MPA,20230622_D20.03_PointBuchonMPA_5L_1.MP4,4767,2.651,1.6072,51.036,1.008,35.892,855.039,12.233,39.692,35.068,141.497,-113.139,-835.626,20.03,KR,24.14,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 9
20230622,Point_Buchon,MPA,20230622_D20.03_PointBuchonMPA_5L_1.MP4,4767,2.651,1.6072,40.519,1.738,22.617,1316.698,14.238,33.373,51.535,-156.574,-283.479,-1276.252,20.03,KR,24.14,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 11
20230622,Point_Buchon,MPA,20230622_D20.03_PointBuchonMPA_5L_1.MP4,4767,2.651,1.6072,42.39,1.931,20.867,1249.386,18.547,51.816,49.382,-190.155,-348.956,-1184.498,20.03,KR,24.14,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 12
20230622,Point_Buchon,MPA,20230622_D20.03_PointBuchonMPA_5L_1.MP4,4767,2.651,1.6072,58.622,1.601,30.692,1203.159,27.678,48.954,34.854,-482.313,-282.332,-1065.483,20.03,KR,24.14,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 7
20230622,Point_Buchon,MPA,20230622_D20.03_PointBuchonMPA_5L_1.MP4,4767,2.651,1.6072,53.221,1.182,16.424,1277.359,14.649,2.889,36.272,229.244,-227.593,-1235.838,20.03,KR,24.14,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 8
20230622,Point_Buchon,MPA,20230622_D20.03_PointBuchonMPA_5L_1.MP4,4772,2.6538,1.6099,47.013,1.04,22.092,1032.447,10.351,14.629,18.598,141.579,-119.878,-1015.643,20.03,KR,24.14,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 2
20230622,Point_Buchon,MPA,20230622_D20.03_PointBuchonMPA_5L_1.MP4,4787,2.6621,1.6183,51.52,1.029,29.908,1097.652,28.724,6.143,10.064,-374.3,-371.718,-962.582,20.03,KR,24.14,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 10
20230622,Point_Buchon,MPA,20230622_D20.03_PointBuchonMPA_5L_1.MP4,9365,5.208,4.1642,102.396,1.241,20.547,1184.766,11.523,14.679,11.244,98.319,-215.274,-1160.888,20.03,KR,24.14,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,1,AD,Passing,,SMYS 1
20230622,Point_Buchon,MPA,20230622_D20.03_PointBuchonMPA_5L_1.MP4,9369,5.2102,4.1664,103.374,1.578,23.635,1144.118,14.733,59.896,59.87,11.81,-290.728,-1106.5,20.03,KR,24.14,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,2,AD,Passing,,SMYS 2
20230622,Point_Buchon,MPA,20230622_D20.03_PointBuchonMPA_5L_2.MP4,524,12.1032,11.0594,329.142,2.423,14.875,1531.512,25.924,59.242,41.693,624.458,241.527,-1377.406,20.03,KR,24.14,,Embiotocidae,Rhacochilus,vacca,Pile_Perch,62,1,AD,Passing,,RVAC 1
20230622,Point_Buchon,MPA,20230622_D20.03_PointBuchonMPA_5L_2.MP4,18228,21.9486,20.9048,132.96,2.968,13.532,1832.203,26.441,51.208,54.602,525.4,624.117,-1640.549,20.03,KR,24.14,,Hexagrammidae,Oxylebius,pictus,Painted_Greenling,83,1,AD,Passing,,OPIC 1
20230622,Point_Buchon,MPA,20230622_D20.03_PointBuchonMPA_5L_4.MP4,14157,43.2749,42.2311,279.817,2.133,10.775,1730.253,26.62,16.308,20.268,675.63,380.21,-1546.849,20.03,KR,24.14,,Embiotocidae,Embiotoca,lateralis,Striped_Perch,69,1,AD,Passing,,ELAT 1
20230622,Point_Buchon,MPA,20230622_D20.04_PointBuchonMPA_7L_1.MP4,8310,4.6213,2.8868,106.037,8.781,11.811,2600.7,25.722,46.251,23.532,735.657,-856.028,-2343.003,20.04,KR,43.89,,Paralichthyidae,Citharichthys,stigmaeus,Speckled_Sanddab,23,1,AD,Passing,,CSTI 4
20230622,Point_Buchon,MPA,20230622_D20.04_PointBuchonMPA_7L_1.MP4,8558,4.7592,3.0247,148.798,3.005,9.733,1581.235,25.2,37.639,4.236,-396.875,-543.847,-1430.743,20.04,KR,43.89,,Paralichthyidae,Citharichthys,stigmaeus,Speckled_Sanddab,23,1,AD,Passing,,CSTI 1
20230622,Point_Buchon,MPA,20230622_D20.04_PointBuchonMPA_7L_1.MP4,8907,4.9533,3.2188,237.929,20.583,13.329,3633.552,27.491,80.909,18.413,1425.849,-883.356,-3223.25,20.04,KR,43.89,,Paralichthyidae,Citharichthys,stigmaeus,Speckled_Sanddab,23,1,AD,Passing,,CSTI 2
20230622,Point_Buchon,MPA,20230622_D20.05_PointBuchonMPA_9L_1.MP4,4695,2.6109,0.5205,59.473,2.363,2.18,1392.284,23.864,54.084,36.476,525.889,201.777,-1273.256,20.05,KR,36.76,,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,1,AD,Passing,,RNIC 1
20230622,Point_Buchon,MPA,20230622_D20.05_PointBuchonMPA_9L_1.MP4,5067,2.8178,0.7274,105.139,0.952,3.131,817.574,20.224,63.428,47.133,-218.956,178.703,-767.17,20.05,KR,36.76,,Hexagrammidae,Oxylebius,pictus,Painted_Greenling,83,1,AD,Passing,,OPIC 1
20230622,Point_Buchon,MPA,20230622_D20.05_PointBuchonMPA_9L_3.MP4,130,23.7459,21.6555,286.928,1.19,2.461,1104.524,25.128,20.731,14.081,-260.513,390.029,-999.992,20.05,KR,36.76,,Scorpaenidae,Sebastes,carnatus,Gopher_Rockfish,158,1,AD,Passing,,SCAR 1
20230622,Point_Buchon,MPA,20230622_D20.05_PointBuchonMPA_9L_4.MP4,7955,39.8926,37.8022,85.691,0.863,0.69,892.003,12.756,18.935,22.505,31.683,194.385,-869.989,20.05,KR,36.76,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,2,AD,Passing,,RYOY 1
20230622,Point_Buchon,MPA,20230622_D20.05_PointBuchonMPA_9L_4.MP4,7985,39.9093,37.8189,84.477,0.822,2.313,938.36,19.975,13.846,28.543,-29.431,319.204,-881.909,20.05,KR,36.76,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,2,AD,Passing,,RYOY 2
20230622,Point_Buchon,MPA,20230622_D20.06_PointBuchonMPA_11L_1.MP4,8453,4.7008,3.1965,74.505,2.27,1.084,1045.225,20.733,67.534,17.221,6.44,-369.968,-977.537,20.06,KR,25.79,,Paralichthyidae,Citharichthys,stigmaeus,Speckled_Sanddab,23,1,AD,Passing,,CSTI 1
20230622,Point_Buchon,MPA,20230622_D20.06_PointBuchonMPA_11L_2.MP4,7276,15.9248,14.4205,219.882,19.936,7.997,3571.584,27.864,86.391,2.474,1655.002,-217.633,-3157.502,20.06,KR,25.79,,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,1,AD,Passing,,RNIC 1
20230622,Point_Buchon,MPA,20230622_D20.06_PointBuchonMPA_11L_3.MP4,636,24.0273,22.5231,50.164,14.157,4.878,3130.105,24.047,48.966,3.32,1262.432,-182.002,-2858.444,20.06,KR,25.79,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 1
20230622,Point_Buchon,REF,20230622_D21.01_PointBuchonREF_1L(13L)_1.MP4,8247,4.5862,1.6411,350.62,2.635,5.902,1864.564,6.426,13.37,5.721,-138.055,-156.477,-1852.85,21.01,MK,15.42,,Labridae,Semicossyphus,pulcher,California_Sheephead,93,1,AD,Passing,female,
20230622,Point_Buchon,REF,20230622_D21.01_PointBuchonREF_1L(13L)_1.MP4,19251,10.7057,7.7605,292.333,6.478,8.171,3158.072,5.499,14.42,14.765,8.24,-302.524,-3143.538,21.01,MK,15.42,,Labridae,Semicossyphus,pulcher,California_Sheephead,93,1,AD,Passing,male,
20230622,Point_Buchon,REF,20230622_D21.01_PointBuchonREF_1L(13L)_1.MP4,40561,22.5564,19.6113,89.261,3.889,1.746,1711.424,31.786,69.152,14.387,842.429,-320.918,-1454.75,21.01,MK,15.42,,Hexagrammidae,Oxylebius,pictus,Painted_Greenling,83,1,AD,Passing,,
20230622,Point_Buchon,REF,20230622_D21.01_PointBuchonREF_1L(13L)_1.MP4,53850,29.9466,27.0014,315.915,3.15,7.422,1321.545,8.236,47.946,21.248,90.464,166.291,-1307.916,21.01,MK,15.42,,Embiotocidae,Rhacochilus,toxotes,Rubberlip_Perch,65,1,AD,Passing,,
20230622,Point_Buchon,REF,20230622_D21.03_PointBuchonREF_5L_1.MP4,5665,3.1504,1.0405,89.875,1.539,30.102,1408.438,30.972,5.098,8.078,-648.594,-323.525,-1207.624,21.03,KR,32,,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,1,AD,Passing,,RNIC 1
20230622,Point_Buchon,REF,20230622_D21.03_PointBuchonREF_5L_1.MP4,5665,3.1504,1.0405,92.215,3.729,10.265,1810.808,12.201,31.554,21.866,97.036,-370.194,-1769.906,21.03,KR,32,,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,1,AD,Passing,,RNIC 3
20230622,Point_Buchon,REF,20230622_D21.03_PointBuchonREF_5L_1.MP4,5735,3.1893,1.0794,50.151,1.473,15.137,1471.04,17.516,11.595,1.816,128.185,-423.789,-1402.829,21.03,KR,32,,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,1,AD,Passing,,RNIC 2
20230622,Point_Buchon,REF,20230622_D21.03_PointBuchonREF_5L_1.MP4,5755,3.2004,1.0905,88.805,1.244,13.441,1426.874,21.119,6.47,2.139,177.261,-482.579,-1331.039,21.03,KR,32,,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,1,AD,Passing,,RNIC 4
20230622,Point_Buchon,REF,20230622_D21.03_PointBuchonREF_5L_1.MP4,6035,3.3561,1.2462,67.711,1.373,30.067,953.87,22.798,56.777,20.367,-292.619,-225.801,-879.35,21.03,KR,32,,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,1,AD,Passing,,RNIC 5
20230622,Point_Buchon,REF,20230622_D21.03_PointBuchonREF_5L_1.MP4,6838,3.8027,1.6928,50.631,4.992,3.659,2024.043,13.125,33.478,2.521,324.596,-325.377,-1971.171,21.03,KR,32,,Scorpaenidae,Sebastes,semicinctus,Halfbanded_Rockfish,163,1,AD,Passing,,SSEM 1
20230622,Point_Buchon,REF,20230622_D21.03_PointBuchonREF_5L_1.MP4,6841,3.8044,1.6945,41.048,2.994,6.083,2223.509,7.649,12.056,8.45,-131.796,-264.977,-2203.726,21.03,KR,32,,Scorpaenidae,Sebastes,semicinctus,Halfbanded_Rockfish,163,1,AD,Passing,,SSEM 4
20230622,Point_Buchon,REF,20230622_D21.03_PointBuchonREF_5L_1.MP4,6842,3.8049,1.695,43.259,1.771,6.359,1456.266,31.191,31.805,0.094,655.03,-373.828,-1245.752,21.03,KR,32,,Scorpaenidae,Sebastes,semicinctus,Halfbanded_Rockfish,163,1,AD,Passing,,SSEM 2
20230622,Point_Buchon,REF,20230622_D21.03_PointBuchonREF_5L_1.MP4,6850,3.8094,1.6995,37.85,3.937,1.746,2312.6,9.91,16.201,1.272,324.47,-230.47,-2278.096,21.03,KR,32,,Scorpaenidae,Sebastes,semicinctus,Halfbanded_Rockfish,163,1,AD,Passing,,SSEM 3
20230622,Point_Buchon,REF,20230622_D21.03_PointBuchonREF_5L_1.MP4,6862,3.816,1.7061,41.183,2.847,19.837,1932.629,26.34,13.17,8.452,-768.491,-380.424,-1731.98,21.03,KR,32,,Scorpaenidae,Sebastes,semicinctus,Halfbanded_Rockfish,163,1,AD,Passing,,SSEM 5
20230622,Point_Buchon,REF,20230622_D21.03_PointBuchonREF_5L_1.MP4,6867,3.8188,1.7089,47.557,4.346,6.233,1926.426,13.316,35.9,27.277,295.223,-331.233,-1874.632,21.03,KR,32,,Scorpaenidae,Sebastes,semicinctus,Halfbanded_Rockfish,163,1,AD,Passing,,SSEM 6
20230622,Point_Buchon,REF,20230622_D21.03_PointBuchonREF_5L_1.MP4,9742,5.4176,3.3077,32.497,4.702,18.277,2152.705,30.137,43.704,0.051,-1080.625,19.143,-1861.726,21.03,KR,32,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 1
20230622,Point_Buchon,REF,20230622_D21.03_PointBuchonREF_5L_1.MP4,9742,5.4176,3.3077,33.664,3.745,20.104,2130.579,31.875,29.529,6.465,-1123.732,-55.102,-1809.298,21.03,KR,32,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 2
20230622,Point_Buchon,REF,20230622_D21.03_PointBuchonREF_5L_1.MP4,9742,5.4176,3.3077,35.431,3.047,22.429,1991.995,32.847,23.764,2.582,-1070.829,-143.952,-1673.513,21.03,KR,32,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 3
20230622,Point_Buchon,REF,20230622_D21.03_PointBuchonREF_5L_1.MP4,9742,5.4176,3.3077,49.155,3.484,16.266,2168.911,26.013,7.419,0.662,-944.548,-112.48,-1949.193,21.03,KR,32,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 4
20230622,Point_Buchon,REF,20230622_D21.03_PointBuchonREF_5L_1.MP4,9742,5.4176,3.3077,40.028,4.581,20.275,2035.088,28.257,44.853,1.311,-948.371,-169.832,-1792.577,21.03,KR,32,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 5
20230622,Point_Buchon,REF,20230622_D21.03_PointBuchonREF_5L_1.MP4,9742,5.4176,3.3077,47.715,3.2,18.441,1894.467,22.939,20.363,7.84,-692.402,-256.479,-1744.65,21.03,KR,32,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,,RYOY 7
